	Title	avg_rating	count_rating	w_score
627	Chhupa Rustam: A Musical Thriller	3.1041666666666665	48	3.0536524674334857
161	Benaam	3.272727272727273	11	3.0533917883990815
160	Sanatta: The Silence	3.272727272727273	11	3.0533917883990815
157	Adharm	3.272727272727273	11	3.0533917883990815
158	Aagey Se Right	3.272727272727273	11	3.0533917883990815
162	Jhoom Barabar Jhoom	3.272727272727273	11	3.0533917883990815
159	Haseena Parkar	3.272727272727273	11	3.0533917883990815
494	Maine Gandhi Ko Nahin Mara	3.1333333333333333	30	3.0532017360361534
497	Lekroo	3.1333333333333333	30	3.0532017360361534
498	Khwaabb	3.1333333333333333	30	3.0532017360361534
647	Kalyug	3.1	50	3.0525347076952882
633	Yeh Hai Bakrapur	3.1	50	3.0525347076952882
640	Gangster	3.1	50	3.0525347076952882
514	Wake Up India	3.129032258064516	31	3.0525108043993203
202	Yeh Zindagi Ka Safar	3.25	12	3.0524712403232352
209	Tere Bin Laden	3.25	12	3.0524712403232352
212	Apradhi Kaun	3.25	12	3.0524712403232352
537	Aakhari Decision	3.125	32	3.0518375889583034
524	Meerabai Not Out	3.125	32	3.0518375889583034
526	Bajatey Raho	3.125	32	3.0518375889583034
238	Panchlait	3.230769230769231	13	3.0515818972669093
239	Madhubaala	3.230769230769231	13	3.0515818972669093
240	Humein Tumse Pyar Ho Gaya Chupke Chupke	3.230769230769231	13	3.0515818972669093
243	Dear Dad	3.230769230769231	13	3.0515818972669093
548	Parwana	3.121212121212121	33	3.051181416946173
552	Dhokha	3.121212121212121	33	3.051181416946173
551	Vicky Donor	3.121212121212121	33	3.051181416946173
550	Teri Meri Kahaani	3.121212121212121	33	3.051181416946173
547	Balwinder Singh Famous Ho Gaya	3.121212121212121	33	3.051181416946173
549	Jabariya Jodi	3.121212121212121	33	3.051181416946173
270	Aur Pappu Paas Ho Gaya	3.2142857142857144	14	3.0507221989791278
269	Jolly LLB	3.2142857142857144	14	3.0507221989791278
266	"Rocket Singh: Salesman of the Year
"	3.2142857142857144	14	3.0507221989791278
568	Players	3.1176470588235294	34	3.050541649234346
567	Jai Gangaajal	3.1176470588235294	34	3.050541649234346
560	Contract	3.1176470588235294	34	3.050541649234346
566	Aksar	3.1176470588235294	34	3.050541649234346
583	Ek Aur Ek Gyarah	3.1142857142857143	35	3.049917678256144
584	Saaho	3.1142857142857143	35	3.049917678256144
582	Rang Rasiya	3.1142857142857143	35	3.049917678256144
298	Marega Salaa	3.2	15	3.0498906875204534
300	The Dark Secrets Of Tonhi	3.2	15	3.0498906875204534
301	Kis Kisko Pyaar Karoon	3.2	15	3.0498906875204534
308	Total Dhamaal	3.2	15	3.0498906875204534
311	Lupt	3.2	15	3.0498906875204534
592	Prem Ratan Dhan Payo	3.111111111111111	36	3.0493089260822885
340	Road	3.1875	16	3.049085999012059
341	Billa No. 786	3.1875	16	3.049085999012059
345	Hamari Adhuri Kahani	3.1875	16	3.049085999012059
344	Mission Istaanbul	3.1875	16	3.049085999012059
604	Ship of Theseus	3.108108108108108	37	3.0487148426355137
603	De De Pyaar De	3.108108108108108	37	3.0487148426355137
605	Naina	3.108108108108108	37	3.0487148426355137
606	Wajah Tum Ho	3.108108108108108	37	3.0487148426355137
607	Humshakals	3.108108108108108	37	3.0487148426355137
375	Pankh	3.176470588235294	17	3.0483068561705977
374	Zubaan	3.176470588235294	17	3.0483068561705977
372	My Friend Pinto	3.176470588235294	17	3.0483068561705977
376	U, Bomsi n Me	3.176470588235294	17	3.0483068561705977
623	Bang Bang!	3.1052631578947367	38	3.04813490403271
620	Iqbal	3.1052631578947367	38	3.04813490403271
624	The Window	3.1052631578947367	38	3.04813490403271
621	Bbuddah... Hoga Terra Baap	3.1052631578947367	38	3.04813490403271
618	Aamras	3.1052631578947367	38	3.04813490403271
631	Mere Dost Picture Abhi Baki Hai	3.1025641025641026	39	3.04756861104409
396	Aabra Ka Daabra	3.1666666666666665	18	3.047552061542932
408	Just Married	3.1666666666666665	18	3.047552061542932
402	Jattu Engineer	3.1666666666666665	18	3.047552061542932
397	Tamasha	3.1666666666666665	18	3.047552061542932
650	Jia aur Jia	3.1	40	3.0470154876598565
634	Amdavad Junction	3.1	40	3.0470154876598565
649	Victoria No. 203	3.1	40	3.0470154876598565
645	Bol Bachchan	3.1	40	3.0470154876598565
421	Ek Ladki Ko Dekha Toh Aisa Laga	3.1578947368421053	19	3.0468204913653487
653	Hunterrr	3.097560975609756	41	3.0464750797557203
654	Tere Bin Laden: Dead or Alive	3.097560975609756	41	3.0464750797557203
443	8 x 10 Tasveer	3.15	20	3.046111089981025
444	Aarakshan	3.15	20	3.046111089981025
446	Pyaar Diwana Hota Hai	3.15	20	3.046111089981025
449	Aryan: Unbreakable	3.15	20	3.046111089981025
660	Staying Alive	3.0952380952380953	42	3.045946953849405
665	Yeh Hai Jalwa	3.0930232558139537	43	3.045430695940985
666	Bas Yun Hi	3.0930232558139537	43	3.045430695940985
476	Finding Fanny	3.142857142857143	21	3.0454228647574277
470	Happy Phirr Bhag Jayegi	3.142857142857143	21	3.0454228647574277
479	Gang	3.142857142857143	21	3.0454228647574277
472	Arjun: The Warrior Prince	3.142857142857143	21	3.0454228647574277
477	Nidaan	3.142857142857143	21	3.0454228647574277
487	Aashayein	3.1363636363636362	22	3.0447548814521714
491	Zubeidaa	3.1363636363636362	22	3.0447548814521714
490	Mitr, My Friend	3.1363636363636362	22	3.0447548814521714
679	"Paa
"	3.088888888888889	45	3.044432219107117
680	Veerey Ki Wedding	3.088888888888889	45	3.044432219107117
513	Hindi Medium	3.130434782608696	23	3.04410625998185
512	Munna Bhai M.B.B.S.	3.130434782608696	23	3.04410625998185
511	Tum Se Achcha Kaun Hai	3.130434782608696	23	3.04410625998185
510	Naam Shabana	3.130434782608696	23	3.04410625998185
509	Badlapur Boys	3.130434782608696	23	3.04410625998185
690	Hind Ka Napak Ko Jawab: MSG Lion Heart 2	3.0869565217391304	46	3.043949260203779
683	The Train	3.0869565217391304	46	3.043949260203779
685	Ragini MMS	3.0869565217391304	46	3.043949260203779
697	Rajjo	3.0851063829787235	47	3.0434766875134156
694	Naach	3.0851063829787235	47	3.0434766875134156
695	Khelein Hum Jee Jaan Sey	3.0851063829787235	47	3.0434766875134156
696	Strangers	3.0851063829787235	47	3.0434766875134156
535	99.9 FM,	3.125	24	3.043476170553538
517	Love Shagun	3.125	24	3.043476170553538
530	Butterfly	3.125	24	3.043476170553538
531	Entertainment	3.125	24	3.043476170553538
525	Manjunath	3.125	24	3.043476170553538
521	Miss India: The Mystery	3.125	24	3.043476170553538
528	Shart: The Challenge	3.125	24	3.043476170553538
699	Hello	3.0833333333333335	48	3.0430141695611455
708	Jhankaar Beats	3.0833333333333335	48	3.0430141695611455
701	Darna Zaroori Hai	3.0833333333333335	48	3.0430141695611455
558	Umrika	3.12	25	3.0428638301232063
555	Prague	3.12	25	3.0428638301232063
554	1920 London	3.12	25	3.0428638301232063
553	Yeh Mera India	3.12	25	3.0428638301232063
557	Kaya Taran	3.12	25	3.0428638301232063
715	Ek Vivaah... Aisa Bhi	3.0816326530612246	49	3.042561388828923
713	Kuch Kuch Locha Hai	3.0816326530612246	49	3.042561388828923
714	Dil Pe Mat Le Yaar	3.0816326530612246	49	3.042561388828923
712	Eklavya: The Royal Guard	3.0816326530612246	49	3.042561388828923
574	Chand Bujh Gaya	3.1153846153846154	26	3.042268499149273
580	Halla Bol	3.1153846153846154	26	3.042268499149273
575	Dhoom	3.1153846153846154	26	3.042268499149273
576	Room - The Mystery	3.1153846153846154	26	3.042268499149273
577	Deewangee	3.1153846153846154	26	3.042268499149273
578	Indu Sarkar	3.1153846153846154	26	3.042268499149273
581	MP3: Mera Pehla Pehla Pyaar	3.1153846153846154	26	3.042268499149273
579	Monica	3.1153846153846154	26	3.042268499149273
590	Beyond the Clouds	3.111111111111111	27	3.0416894786129816
598	The Legend of Michael Mishra	3.111111111111111	27	3.0416894786129816
595	Shaadi Ke Side Effects	3.111111111111111	27	3.0416894786129816
594	Yatra	3.111111111111111	27	3.0416894786129816
593	Hyderabad Blues 2	3.111111111111111	27	3.0416894786129816
612	Special 26	3.107142857142857	28	3.0411261072803737
608	Gangs of Wasseypur  Part 2	3.107142857142857	28	3.0411261072803737
611	Gollu Aur Pappu	3.107142857142857	28	3.0411261072803737
610	Main, Meri Patni Aur Woh	3.107142857142857	28	3.0411261072803737
609	Murder	3.107142857142857	28	3.0411261072803737
629	Isi Life Mein...!	3.103448275862069	29	3.040577759183302
628	Bhola in Bollywood	3.103448275862069	29	3.040577759183302
630	Sixteen	3.103448275862069	29	3.040577759183302
639	Aao Wish Karein	3.1	30	3.0400438412993114
643	Thoda Lutf Thoda Ishq	3.1	30	3.0400438412993114
651	Bhai Thakur	3.1	30	3.0400438412993114
655	Film Star	3.096774193548387	31	3.039523791412307
659	Ajab Singh Ki Gajab Kahani	3.096774193548387	31	3.039523791412307
658	Aap Mujhe Achche Lagne Lage	3.096774193548387	31	3.039523791412307
657	Apna Sapna Money Money	3.096774193548387	31	3.039523791412307
656	Life Partner	3.096774193548387	31	3.039523791412307
662	Chand Ke Paar Chalo	3.09375	32	3.0390170761377906
664	Phir Milenge	3.09375	32	3.0390170761377906
663	Baaghi	3.09375	32	3.0390170761377906
674	Kyo Kii Main Jhuth Nahin Bolta	3.090909090909091	33	3.0385231890980715
677	Four Pillars of Basement	3.090909090909091	33	3.0385231890980715
668	Bajirao Mastani	3.090909090909091	33	3.0385231890980715
692	Khoobsurat	3.085714285714286	35	3.037571999243798
693	The House Next Door	3.085714285714286	35	3.037571999243798
691	Lipstick Under My Burkha	3.085714285714286	35	3.037571999243798
698	Kesari	3.0833333333333335	36	3.037113804131069
700	Heropanti	3.0833333333333335	36	3.037113804131069
709	Chori Chori Chupke Chupke	3.0833333333333335	36	3.037113804131069
719	Tevar	3.081081081081081	37	3.0366666498644297
718	Dunno Y... Na Jaane Kyon	3.081081081081081	37	3.0366666498644297
717	Jurm	3.081081081081081	37	3.0366666498644297
716	Yeh Dil Aashiqanaa	3.081081081081081	37	3.0366666498644297
310	Jail	3.2	10	3.0364880703347796
309	Fugly	3.2	10	3.0364880703347796
307	Hum Pyar Tumhi Se Kar Baithe	3.2	10	3.0364880703347796
299	Rama Rama Kya Hai Dramaa?	3.2	10	3.0364880703347796
729	Toonpur Ka Super Hero	3.0789473684210527	38	3.0362301421279483
728	1971	3.0789473684210527	38	3.0362301421279483
731	Uvaa	3.0789473684210527	38	3.0362301421279483
730	Jajantaram Mamantaram	3.0789473684210527	38	3.0362301421279483
726	Bomb the System	3.0789473684210527	38	3.0362301421279483
727	Banana Brothers	3.0789473684210527	38	3.0362301421279483
359	Chupke Se	3.1818181818181817	11	3.0358479287499587
352	It's a Wonderful Afterlife	3.1818181818181817	11	3.0358479287499587
357	I, Me Aur Main	3.1818181818181817	11	3.0358479287499587
353	Mr. X	3.1818181818181817	11	3.0358479287499587
350	Nawabzaade	3.1818181818181817	11	3.0358479287499587
360	Milenge Milenge	3.1818181818181817	11	3.0358479287499587
351	Ek Main Ek Tum	3.1818181818181817	11	3.0358479287499587
732	Khoya Khoya Chand	3.076923076923077	39	3.035803905161737
735	Akkad Bakkkad Bam Be Bo	3.076923076923077	39	3.035803905161737
736	Tell Me O Kkhuda	3.076923076923077	39	3.035803905161737
747	Kasak	3.075	40	3.0353875806831123
748	JD	3.075	40	3.0353875806831123
410	Mumbai Matinee	3.1666666666666665	12	3.0352298610128905
412	Zed Plus	3.1666666666666665	12	3.0352298610128905
394	A Gentleman	3.1666666666666665	12	3.0352298610128905
405	Sonu Ke Titu Ki Sweety	3.1666666666666665	12	3.0352298610128905
752	Summer 2007	3.073170731707317	41	3.034980826882157
751	Motu Patlu: King Of Kings	3.073170731707317	41	3.034980826882157
753	Jhootha Kahin Ka	3.073170731707317	41	3.034980826882157
438	Kash Aap Hamare Hote	3.1538461538461537	13	3.0346327447245365
436	Kuch Naa Kaho	3.1538461538461537	13	3.0346327447245365
432	Saanjh	3.1538461538461537	13	3.0346327447245365
430	Gali Guleiyan	3.1538461538461537	13	3.0346327447245365
429	Viruddh... Family Comes First	3.1538461538461537	13	3.0346327447245365
433	Mr Joe B. Carvalho	3.1538461538461537	13	3.0346327447245365
756	Ya Rab	3.0714285714285716	42	3.034583317485769
764	Gayab	3.0697674418604652	43	3.0341947408848053
765	Coffee House	3.0697674418604652	43	3.0341947408848053
763	Family	3.0697674418604652	43	3.0341947408848053
471	Himmatwala	3.142857142857143	14	3.0340555323124607
475	Pihu	3.142857142857143	14	3.0340555323124607
773	Chehraa	3.0681818181818183	44	3.033814799319418
772	Dharam Sankat Mein	3.0681818181818183	44	3.033814799319418
771	Chakallaspur	3.0681818181818183	44	3.033814799319418
495	Thank You	3.1333333333333333	15	3.0334972448975024
499	Boom	3.1333333333333333	15	3.0334972448975024
496	What the Fish	3.1333333333333333	15	3.0334972448975024
502	Shamitabh	3.1333333333333333	15	3.0334972448975024
500	The Last Lear	3.1333333333333333	15	3.0334972448975024
776	Paapi - Ek Satya Katha	3.066666666666667	45	3.033443208118106
775	Na Ghar Ke Na Ghaat Ke	3.066666666666667	45	3.033443208118106
780	Challo Driver	3.066666666666667	45	3.033443208118106
781	Kambakkht Ishq	3.066666666666667	45	3.033443208118106
784	Coffee with D	3.066666666666667	45	3.033443208118106
785	Mausam	3.0652173913043477	46	3.0330796949863874
536	Aankhen	3.125	16	3.0329569667539946
527	Masaan	3.125	16	3.0329569667539946
529	Kaabil	3.125	16	3.0329569667539946
532	Shikara - A Love Letter from Kashmir	3.125	16	3.0329569667539946
523	Yakeen	3.125	16	3.0329569667539946
534	Kyun! Ho Gaya Na...	3.125	16	3.0329569667539946
533	Chalo Dilli	3.125	16	3.0329569667539946
787	Khamoshiyan: Silences Have Secrets	3.0638297872340425	47	3.0327239993413726
788	Mere Khwabon Mein Jo Aaye	3.0638297872340425	47	3.0327239993413726
561	Dee Saturday Night	3.1176470588235294	17	3.032433840297582
563	Ada... A Way of Life	3.1176470588235294	17	3.032433840297582
564	Red Alert: The War Within	3.1176470588235294	17	3.032433840297582
565	Namaste England	3.1176470588235294	17	3.032433840297582
569	Rahul	3.1176470588235294	17	3.032433840297582
570	Green Card Fever	3.1176470588235294	17	3.032433840297582
562	Poorna: Courage Has No Limit	3.1176470588235294	17	3.032433840297582
793	Impatient Vivek	3.0625	48	3.0323758716888047
801	Hamara Dil Aapke Paas Hai	3.0625	48	3.0323758716888047
798	Jayantabhai Ki Luv Story	3.0625	48	3.0323758716888047
794	Dor	3.0625	48	3.0323758716888047
790	Speedy Singhs	3.0625	48	3.0323758716888047
802	Aaj Ka Andha Kanoon	3.061224489795918	49	3.032035073039449
591	Hope Aur Hum	3.111111111111111	18	3.031927061542932
596	Babloo Happy Hai	3.111111111111111	18	3.031927061542932
588	High Jack	3.111111111111111	18	3.031927061542932
625	Mubarakan	3.1052631578947367	19	3.0314358759807334
619	Deewaar	3.1052631578947367	19	3.0314358759807334
622	Humraaz	3.1052631578947367	19	3.0314358759807334
626	Sahi Dhandhe Galat Bande	3.1052631578947367	19	3.0314358759807334
641	Aiyyaa	3.1	20	3.03095957482951
638	Raghu Romeo	3.1	20	3.03095957482951
644	Right Yaaa Wrong	3.1	20	3.03095957482951
642	Dum Maaro Dum	3.1	20	3.03095957482951
661	Love Exchange	3.0952380952380953	21	3.0304974916230996
675	Karam	3.090909090909091	22	3.0300489990992303
689	Ab Tumhare Hawale Watan Saathiyo	3.0869565217391304	23	3.0296135063586616
688	Kaal	3.0869565217391304	23	3.0296135063586616
687	Jai Chiranjeeva	3.0869565217391304	23	3.0296135063586616
686	Dus	3.0869565217391304	23	3.0296135063586616
684	Kalank	3.0869565217391304	23	3.0296135063586616
682	Coffee Bloom	3.0869565217391304	23	3.0296135063586616
681	School Days	3.0869565217391304	23	3.0296135063586616
711	Action Replayy	3.0833333333333335	24	3.029190456267824
704	Don 2	3.0833333333333335	24	3.029190456267824
703	Mastram	3.0833333333333335	24	3.029190456267824
702	Taare Zameen Par	3.0833333333333335	24	3.029190456267824
707	Fanaa	3.0833333333333335	24	3.029190456267824
722	Bal Ganesh	3.08	25	3.0287793230809528
720	Annarth	3.08	25	3.0287793230809528
721	Ek Thee Sanam	3.08	25	3.0287793230809528
723	Being Cyrus	3.08	25	3.0287793230809528
725	Allah Ke Banday	3.08	25	3.0287793230809528
724	Let's Enjoy	3.08	25	3.0287793230809528
738	Hatya	3.076923076923077	26	3.028379610260384
740	That Girl in Yellow Boots	3.076923076923077	26	3.028379610260384
750	Dhadkan	3.074074074074074	27	3.027990848475995
749	No One Killed Jessica	3.074074074074074	27	3.027990848475995
762	Issaq	3.0714285714285716	28	3.02761259376686
758	Bhairav	3.0714285714285716	28	3.02761259376686
755	"MSG: The Warrior Lion Heart
"	3.0714285714285716	28	3.02761259376686
754	Lekar Hum Deewana Dil	3.0714285714285716	28	3.02761259376686
769	Garv	3.0689655172413794	29	3.0272444258499687
768	Asambhav	3.0689655172413794	29	3.0272444258499687
767	Paagalpan	3.0689655172413794	29	3.0272444258499687
766	Bhoot	3.0689655172413794	29	3.0272444258499687
770	Ugly Aur Pagli	3.0689655172413794	29	3.0272444258499687
779	Tezaab	3.066666666666667	30	3.0268859465624693
782	Jism 2	3.066666666666667	30	3.0268859465624693
786	Anna 	3.064516129032258	31	3.026536778425294
799	Moksha	3.0625	32	3.026196563317278
796	Morning Raga	3.0625	32	3.026196563317278
797	Satyameva Jayate	3.0625	32	3.026196563317278
800	Rann	3.0625	32	3.026196563317278
803	Encounter: The Killing	3.0606060606060606	33	3.02586496124997
804	Ishq Vishk	3.0606060606060606	33	3.02586496124997
811	Gandhi, My Father	3.0588235294117645	34	3.025541649234346
814	Hattrick	3.0588235294117645	34	3.025541649234346
805	Gunaah	3.0588235294117645	34	3.025541649234346
806	Loveyatri	3.0588235294117645	34	3.025541649234346
816	Race 2	3.0588235294117645	34	3.025541649234346
810	Crazy Cukkad Family	3.0588235294117645	34	3.025541649234346
808	Kyaa Kool Hai Hum	3.0588235294117645	34	3.025541649234346
820	Swami	3.0555555555555554	36	3.0249186821798495
819	Souten: The Other Woman	3.0555555555555554	36	3.0249186821798495
822	Rangrezz	3.054054054054054	37	3.024618457093345
821	Chak De! India	3.054054054054054	37	3.024618457093345
829	Daawat-e-Ishq	3.0526315789473686	38	3.0243253802231864
833	Force	3.0526315789473686	38	3.0243253802231864
832	Mela	3.0526315789473686	38	3.0243253802231864
835	My Birthday Song	3.051282051282051	39	3.0240391992793842
836	Tune Mera Dil Le Liyaa	3.051282051282051	39	3.0240391992793842
839	Machhli Jal Ki Rani Hai	3.05	40	3.023759673706368
840	Double Cross - Ek Dhoka	3.048780487804878	41	3.0234865740085937
841	Milan Talkies	3.048780487804878	41	3.0234865740085937
842	Rustom	3.048780487804878	41	3.0234865740085937
843	Hava Aney Dey	3.048780487804878	41	3.0234865740085937
844	Union Leader	3.048780487804878	41	3.0234865740085937
850	Taarzan: The Wonder Car	3.0476190476190474	42	3.0232196811221326
853	Romeo-N-Bullet	3.0476190476190474	42	3.0232196811221326
851	All Is Well	3.0476190476190474	42	3.0232196811221326
847	Happy Husbands	3.0476190476190474	42	3.0232196811221326
849	Baar Baar Dekho	3.0476190476190474	42	3.0232196811221326
860	Dobaara: See Your Evil	3.046511627906977	43	3.0229587858286253
858	Money Hai Toh Honey Hai	3.046511627906977	43	3.0229587858286253
857	Koi Mere Dil Mein Hai	3.046511627906977	43	3.0229587858286253
856	Dabangg 3	3.046511627906977	43	3.0229587858286253
855	Stanley Ka Dabba	3.046511627906977	43	3.0229587858286253
854	Chittagong	3.046511627906977	43	3.0229587858286253
859	Dulha Babu	3.046511627906977	43	3.0229587858286253
866	Dukaan	3.0454545454545454	44	3.022703688208307
861	Shab	3.0454545454545454	44	3.022703688208307
864	G Kutta Se	3.0454545454545454	44	3.022703688208307
865	Bombay to Bangkok	3.0454545454545454	44	3.022703688208307
868	Bluffmaster!	3.0444444444444443	45	3.022454197129095
867	Jeena Isi Ka Naam Hai	3.0444444444444443	45	3.022454197129095
869	Team - The Force	3.0444444444444443	45	3.022454197129095
874	Honeymoon Travels Pvt. Ltd.	3.0434782608695654	46	3.0222101297689963
872	Bunty Aur Babli	3.0434782608695654	46	3.0222101297689963
870	Delhi-6	3.0434782608695654	46	3.0222101297689963
871	Nanu Ki Jaanu	3.0434782608695654	46	3.0222101297689963
881	Hari-Bhari	3.0425531914893615	47	3.0219713111693296
880	Kyaa Kool Hain Hum 3	3.0425531914893615	47	3.0219713111693296
879	Hamid	3.0425531914893615	47	3.0219713111693296
882	Raanjhanaa	3.0416666666666665	48	3.0217375738164645
884	Desi Boyz	3.0416666666666665	48	3.0217375738164645
885	Shaadi Karke Phas Gaya Yaar	3.0416666666666665	48	3.0217375738164645
892	Game	3.0408163265306123	49	3.0215087572499755
886	Bewafaa	3.0408163265306123	49	3.0215087572499755
887	Yeh Khula Aasmaan	3.0408163265306123	49	3.0215087572499755
888	Bollywood Diaries	3.0408163265306123	49	3.0215087572499755
890	War	3.0408163265306123	49	3.0215087572499755
891	Dil Diya Hai	3.0408163265306123	49	3.0215087572499755
889	Rakta Charitra 2	3.0408163265306123	49	3.0215087572499755
893	Gour Hari Dastaan	3.04	50	3.0212847076952882
632	The Real Dream Girls	3.1	10	3.018630927477637
646	Karar: The Deal	3.1	10	3.018630927477637
637	"Ek: The Power of One
"	3.1	10	3.018630927477637
636	Baat Bann Gayi	3.1	10	3.018630927477637
635	Dil Dhadakne Do	3.1	10	3.018630927477637
652	Beiimaan Love	3.1	10	3.018630927477637
648	Pizza	3.1	10	3.018630927477637
671	Dhoom 2	3.090909090909091	11	3.0183040691008363
672	Rivaaz	3.090909090909091	11	3.0183040691008363
669	Daman	3.090909090909091	11	3.0183040691008363
667	The Final Exit	3.090909090909091	11	3.0183040691008363
676	Fareb	3.090909090909091	11	3.0183040691008363
673	Barkhaa	3.090909090909091	11	3.0183040691008363
678	Mumbai Meri Jaan	3.090909090909091	11	3.0183040691008363
670	Karobaar: The Business of Love	3.090909090909091	11	3.0183040691008363
706	Admissions Open	3.0833333333333335	12	3.0179884817025457
710	Cocktail: The Deadly Combination	3.0833333333333335	12	3.0179884817025457
705	Kaminey	3.0833333333333335	12	3.0179884817025457
733	Thoda Pyaar Thoda Magic	3.076923076923077	13	3.0176835921821636
734	Kismat	3.076923076923077	13	3.0176835921821636
737	Rascals	3.076923076923077	13	3.0176835921821636
739	Happy Bhaag Jayegi	3.076923076923077	13	3.0176835921821636
741	Saawariya	3.076923076923077	13	3.0176835921821636
746	Deewane Huye Paagal	3.076923076923077	13	3.0176835921821636
742	Main Aur Mr. Riight	3.076923076923077	13	3.0176835921821636
744	"Moh Maya Money
"	3.076923076923077	13	3.0176835921821636
745	Kahaani	3.076923076923077	13	3.0176835921821636
743	Ab Hoga Dharna Unlimited	3.076923076923077	13	3.0176835921821636
757	Yaara Silly Silly	3.0714285714285716	14	3.017388865645794
759	Toilet: Ek Prem Katha	3.0714285714285716	14	3.017388865645794
760	Shaitan	3.0714285714285716	14	3.017388865645794
761	Agni Varsha	3.0714285714285716	14	3.017388865645794
777	Dedh Ishqiya	3.066666666666667	15	3.0171038022745518
783	The Blueberry Hunt	3.066666666666667	15	3.0171038022745518
778	Dostana	3.066666666666667	15	3.0171038022745518
774	Mr Prime Minister	3.066666666666667	15	3.0171038022745518
789	M.S. Dhoni: The Untold Story	3.0625	16	3.01682793449593
791	Praan Jaye Par Shaan Na Jaye	3.0625	16	3.01682793449593
792	Darwaaza Bandh Rakho	3.0625	16	3.01682793449593
795	Naag Lok	3.0625	16	3.01682793449593
807	Kahan Ho Tum	3.0588235294117645	17	3.016560824424566
817	Woh	3.0588235294117645	17	3.016560824424566
815	No Smoking	3.0588235294117645	17	3.016560824424566
813	Hostel	3.0588235294117645	17	3.016560824424566
812	Ghajini	3.0588235294117645	17	3.016560824424566
809	Babumoshai Bandookbaaz	3.0588235294117645	17	3.016560824424566
818	Setters	3.0555555555555554	18	3.016302061542932
825	Dabangg 2	3.0526315789473686	19	3.0160512605961176
831	Aap Kaa Surroor	3.0526315789473686	19	3.0160512605961176
834	I M 24	3.0526315789473686	19	3.0160512605961176
823	Neal 'n' Nikki	3.0526315789473686	19	3.0160512605961176
824	Jab Harry Met Sejal	3.0526315789473686	19	3.0160512605961176
826	Revolver Rani	3.0526315789473686	19	3.0160512605961176
827	Life in a... Metro	3.0526315789473686	19	3.0160512605961176
828	Tanu Weds Manu Returns	3.0526315789473686	19	3.0160512605961176
830	Karthik Calling Karthik	3.0526315789473686	19	3.0160512605961176
838	Johnny Gaddaar	3.05	20	3.015808059677995
837	Dongari Ka Raja	3.05	20	3.015808059677995
852	We Are Family	3.0476190476190474	21	3.015572118488771
848	Hawayein	3.0476190476190474	21	3.015572118488771
846	Valentine's Night	3.0476190476190474	21	3.015572118488771
845	Sholay 3D	3.0476190476190474	21	3.015572118488771
863	72 Hours: Martyr Who Never Died	3.0454545454545454	22	3.015343116746289
862	Bittoo Boss	3.0454545454545454	22	3.015343116746289
878	Dirty Politics	3.0434782608695654	23	3.015120752735473
877	Waqt: The Race Against Time	3.0434782608695654	23	3.015120752735473
876	Qissa	3.0434782608695654	23	3.015120752735473
875	7 Khoon Maaf	3.0434782608695654	23	3.015120752735473
873	Wazir	3.0434782608695654	23	3.015120752735473
883	Aan: Men at Work	3.0416666666666665	24	3.0149047419821096
894	Makdee	3.04	25	3.0146948160386993
895	Do Dooni Chaar	3.04	25	3.0146948160386993
896	Haal-e-Dil	3.04	25	3.0146948160386993
897	Hai Apna Dil Toh Awara	3.04	25	3.0146948160386993
898	Rasikan Re	3.0384615384615383	26	3.0144907213714953
899	Airlift	3.0384615384615383	26	3.0144907213714953
902	Dreams	3.037037037037037	27	3.014292218339009
904	Saankal	3.037037037037037	27	3.014292218339009
903	Aaj Ka Ravan	3.037037037037037	27	3.014292218339009
901	Mr. Bhatti on Chutti	3.037037037037037	27	3.014292218339009
900	Bangistan	3.037037037037037	27	3.014292218339009
905	Shaabash! You Can Do It	3.0357142857142856	28	3.0140990802533465
906	Thanks Maa	3.0357142857142856	28	3.0140990802533465
907	Kucch Luv Jaisaa	3.0357142857142856	28	3.0140990802533465
908	PM Narendra Modi	3.033333333333333	30	3.013728051825627
909	Kasam	3.032258064516129	31	3.0135497654382815
910	Bodyguard	3.032258064516129	31	3.0135497654382815
911	Mr 100% - The Real Player	3.032258064516129	31	3.0135497654382815
912	Hisss	3.032258064516129	31	3.0135497654382815
913	Hello Zindagi	3.032258064516129	31	3.0135497654382815
916	The Prince of Light	3.03125	32	3.0133760504967646
917	Chingaari	3.03125	32	3.0133760504967646
918	Battalion 609	3.03125	32	3.0133760504967646
915	Khosla Ka Ghosla	3.03125	32	3.0133760504967646
914	Tarkieb	3.03125	32	3.0133760504967646
919	Chori Chori	3.0303030303030303	33	3.013206733401869
920	Masti Express	3.0303030303030303	33	3.013206733401869
921	Heroine	3.0303030303030303	33	3.013206733401869
922	Ishqedarriyaan	3.0303030303030303	33	3.013206733401869
926	Mercury	3.0294117647058822	34	3.0130416492343457
925	Larger Than Life	3.0294117647058822	34	3.0130416492343457
924	Raag Desh : Birth Of A Nation	3.0294117647058822	34	3.0130416492343457
923	PK Lele A Salesman	3.0294117647058822	34	3.0130416492343457
927	Dhoom 3	3.0285714285714285	35	3.0128806412191067
928	Tashan	3.0285714285714285	35	3.0128806412191067
929	Sweetiee Weds NRI	3.0285714285714285	35	3.0128806412191067
930	Pyaar Mein Twist	3.0285714285714285	35	3.0128806412191067
931	Machine	3.0277777777777777	36	3.01272356022863
932	Youngistaan	3.0277777777777777	36	3.01272356022863
